date,score,std,label_num,IR_file
07-08-2021 00:00,-0.303882576,0.254950976,15,2021-08-07-0004.txt
07-08-2021 00:01,-0.303947271,0.254478844,15,2021-08-07-0004.txt
07-08-2021 00:02,-0.304011936,0.254006713,15,2021-08-07-0004.txt
07-08-2021 00:03,-0.30407657,0.253534581,15,2021-08-07-0004.txt
07-08-2021 00:04,-0.304141173,0.25306245,15,2021-08-07-0004.txt
07-08-2021 00:05,-0.304205744,0.252590318,15,2021-08-07-0004.txt
07-08-2021 00:06,-0.304270283,0.252118187,15,2021-08-07-0004.txt
07-08-2021 00:07,-0.304334788,0.251646056,15,2021-08-07-0004.txt
07-08-2021 00:08,-0.304399259,0.251173924,15,2021-08-07-0004.txt
07-08-2021 00:09,-0.304463696,0.250701793,15,2021-08-07-0004.txt
07-08-2021 00:10,-0.304528097,0.250229661,15,2021-08-07-0004.txt
07-08-2021 00:11,-0.304592462,0.24975753,15,2021-08-07-0004.txt
07-08-2021 00:12,-0.30465679,0.249285398,15,2021-08-07-0004.txt
07-08-2021 00:13,-0.304721081,0.248813267,15,2021-08-07-0004.txt
07-08-2021 00:14,-0.304785334,0.248341136,15,2021-08-07-0004.txt
07-08-2021 00:15,-0.304849548,0.247869004,15,2021-08-07-0004.txt
07-08-2021 00:16,-0.304913723,0.247396873,15,2021-08-07-0004.txt
07-08-2021 00:17,-0.304977857,0.246924741,15,2021-08-07-0004.txt
07-08-2021 00:18,-0.305041951,0.24645261,15,2021-08-07-0004.txt
07-08-2021 00:19,-0.305106003,0.245980478,15,2021-08-07-0004.txt
07-08-2021 00:20,-0.305170013,0.245508347,15,2021-08-07-0004.txt
07-08-2021 00:21,-0.30523398,0.245036216,15,2021-08-07-0004.txt
07-08-2021 00:22,-0.305297904,0.244564084,15,2021-08-07-0004.txt
07-08-2021 00:23,-0.305361783,0.244091953,15,2021-08-07-0004.txt
07-08-2021 00:24,-0.305425617,0.243619821,15,2021-08-07-0004.txt
07-08-2021 00:25,-0.305489406,0.24314769,15,2021-08-07-0004.txt
07-08-2021 00:26,-0.305553149,0.242675558,15,2021-08-07-0004.txt
07-08-2021 00:27,-0.305616844,0.242203427,15,2021-08-07-0004.txt
07-08-2021 00:28,-0.305680492,0.241731295,15,2021-08-07-0004.txt
07-08-2021 00:29,-0.305744092,0.241259164,15,2021-08-07-0004.txt
07-08-2021 00:30,-0.305807642,0.240787033,15,2021-08-07-0004.txt
07-08-2021 00:31,-0.305871143,0.240314901,15,2021-08-07-0004.txt
07-08-2021 00:32,-0.305934594,0.23984277,15,2021-08-07-0004.txt
07-08-2021 00:33,-0.305997993,0.239370638,15,2021-08-07-0004.txt
07-08-2021 00:34,-0.306061341,0.238898507,15,2021-08-07-0004.txt
07-08-2021 00:35,-0.306124637,0.238426375,15,2021-08-07-0004.txt
07-08-2021 00:36,-0.306187879,0.237954244,15,2021-08-07-0004.txt
07-08-2021 00:37,-0.306251067,0.237482113,15,2021-08-07-0004.txt
07-08-2021 00:38,-0.306314201,0.237009981,15,2021-08-07-0004.txt
07-08-2021 00:39,-0.30637728,0.23653785,15,2021-08-07-0004.txt
07-08-2021 00:40,-0.306440303,0.236065718,15,2021-08-07-0004.txt
07-08-2021 00:41,-0.30650327,0.235593587,15,2021-08-07-0004.txt
07-08-2021 00:42,-0.306566179,0.235121455,15,2021-08-07-0004.txt
07-08-2021 00:43,-0.306629031,0.234649324,15,2021-08-07-0004.txt
07-08-2021 00:44,-0.306691824,0.234177192,15,2021-08-07-0004.txt
07-08-2021 00:45,-0.306754557,0.233705061,15,2021-08-07-0004.txt
07-08-2021 00:46,-0.306817231,0.23323293,15,2021-08-07-0004.txt
07-08-2021 00:47,-0.306879844,0.232760798,15,2021-08-07-0004.txt
07-08-2021 00:48,-0.306942396,0.232288667,15,2021-08-07-0004.txt
07-08-2021 00:49,-0.307004886,0.231816535,15,2021-08-07-0004.txt
07-08-2021 00:50,-0.307067313,0.231344404,15,2021-08-07-0004.txt
07-08-2021 00:51,-0.307129677,0.230872272,15,2021-08-07-0004.txt
07-08-2021 00:52,-0.307191977,0.230400141,15,2021-08-07-0004.txt
07-08-2021 00:53,-0.307254213,0.22992801,15,2021-08-07-0004.txt
07-08-2021 00:54,-0.307316383,0.229455878,15,2021-08-07-0004.txt
07-08-2021 00:55,-0.307378486,0.228983747,15,2021-08-07-0004.txt
07-08-2021 00:56,-0.307440524,0.228511615,15,2021-08-07-0004.txt
07-08-2021 00:57,-0.307502493,0.228039484,15,2021-08-07-0004.txt
07-08-2021 00:58,-0.307564395,0.227567352,15,2021-08-07-0004.txt
07-08-2021 00:59,-0.307626228,0.227095221,15,2021-08-07-0004.txt
07-08-2021 01:00,-0.307687991,0.226623089,15,2021-08-07-0004.txt
